1,CamScanner + | PDF Scanner,Productivity,https://apps.apple.com/in/app/camscanner-pdf-scanner/id388624839?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
2,Minecraft,Games,https://apps.apple.com/in/app/minecraft/id479516143?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
3,FILCA - SLR Film Camera,Photo & Video,https://apps.apple.com/in/app/filca-slr-film-camera/id1436429074?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
4,RFS - Real Flight Simulator,Games,https://apps.apple.com/in/app/rfs-real-flight-simulator/id1444761746?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
5,DSLR Camera,Photo & Video,https://apps.apple.com/in/app/dslr-camera/id914386930?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
6,hocus.,Games,https://apps.apple.com/in/app/hocus/id1030548464?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
7,Vehicle Registration Info,Reference,https://apps.apple.com/in/app/vehicle-registration-info/id1324124964?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
8,AutoSleep Tracker for Watch,Health & Fitness,https://apps.apple.com/in/app/autosleep-tracker-for-watch/id1164801111?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
9,FiLMiC Pro-Video Camera,Photo & Video,https://apps.apple.com/in/app/filmic-pro-video-camera/id436577167?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
10,Getting Over It,Games,https://apps.apple.com/in/app/getting-over-it/id1319618742?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
11,Infinite Flight Simulator,Games,https://apps.apple.com/in/app/infinite-flight-simulator/id471341991?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
12,iTablaPro,Music,https://apps.apple.com/in/app/itablapro/id337350026?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
13,Plague Inc.,Games,https://apps.apple.com/in/app/plague-inc/id525818839?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
14,BADLAND,Games,https://apps.apple.com/in/app/badland/id535176909?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
15,Forest - Stay focused,Productivity,https://apps.apple.com/in/app/forest-stay-focused/id866450515?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
16,Procreate Pocket,Entertainment,https://apps.apple.com/in/app/procreate-pocket/id916366645?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
17,Facetune,Photo & Video,https://apps.apple.com/in/app/facetune/id606310581?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
18,Screen Mirroring App,Photo & Video,https://apps.apple.com/in/app/screen-mirroring-app/id1463795337?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
19,Vocabulary.com,Education,https://apps.apple.com/in/app/vocabulary-com/id815218412?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
20,Afterlight 2,Photo & Video,https://apps.apple.com/in/app/afterlight-2/id1293122457?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
21,Geekbench 4,Utilities,https://apps.apple.com/in/app/geekbench-4/id1130770356?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
22,My Contacts Backup Pro,Productivity,https://apps.apple.com/in/app/my-contacts-backup-pro/id466388978?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
23,Need for SpeedTM Most Wanted,Games,https://apps.apple.com/in/app/need-for-speed-most-wanted/id540925500?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
24,Musemage,Photo & Video,https://apps.apple.com/in/app/musemage/id951615851?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
25,ToonCamera,Photo & Video,https://apps.apple.com/in/app/tooncamera/id392538848?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
26,Traffix: City Rush,Games,https://apps.apple.com/in/app/traffix-city-rush/id1465703539?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
27,Afterlife Interactive 360 Film,Entertainment,https://apps.apple.com/in/app/afterlife-interactive-360-film/id1458739153?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
28,E2PDF Pro (Easy Backup),Utilities,https://apps.apple.com/in/app/e2pdf-pro-easy-backup/id1437057020?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
29,Pocket Casts,News,https://apps.apple.com/in/app/pocket-casts/id414834813?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
30,Maunika's Indian Recipes,Food & Drink,https://apps.apple.com/in/app/maunikas-indian-recipes/id1319353303?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
31,Repulze,Games,https://apps.apple.com/in/app/repulze/id573934243?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
32,Space Marshals,Games,https://apps.apple.com/in/app/space-marshals/id834315918?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
33,Terra Mystica,Games,https://apps.apple.com/in/app/terra-mystica/id1162168455?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
34,Leo's Fortune,Games,https://apps.apple.com/in/app/leos-fortune/id830544402?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
35,Alto's Adventure,Games,https://apps.apple.com/in/app/altos-adventure/id950812012?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
36,LIMBO,Games,https://apps.apple.com/in/app/limbo/id656951157?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
37,Whatscan Pro for Whatsweb,Social Networking,https://apps.apple.com/in/app/whatscan-pro-for-whatsweb/id1169644201?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
38,The Secret Daily Teachings,Lifestyle,https://apps.apple.com/in/app/the-secret-daily-teachings/id333263435?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
39,GNIB Appointments,Travel,https://apps.apple.com/in/app/gnib-appointments/id1361309535?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
40,kirakira+,Photo & Video,https://apps.apple.com/in/app/kirakira/id955687901?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
41,Slow Shutter Cam,Photo & Video,https://apps.apple.com/in/app/slow-shutter-cam/id357404131?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
42,Enlight,Photo & Video,https://apps.apple.com/in/app/enlight/id930026670?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
43,WristApp for WhatsApp,Lifestyle,https://apps.apple.com/in/app/wristapp-for-whatsapp/id1451564953?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
44,AeroWeather Pro,Weather,https://apps.apple.com/in/app/aeroweather-pro/id378120971?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
45,FaceStar App,Entertainment,https://apps.apple.com/in/app/facestar-app/id1202292516?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
46,Air Mirror for Sony TV,Entertainment,https://apps.apple.com/in/app/air-mirror-for-sony-tv/id1369574754?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
47,The ReaList,Entertainment,https://apps.apple.com/in/app/the-realist/id1476768138?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
48,Mirror for Samsung Smart TV,Photo & Video,https://apps.apple.com/in/app/mirror-for-samsung-smart-tv/id1249385711?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
49,WatchChat 2: for WhatsApp,Social Networking,https://apps.apple.com/in/app/watchchat-2-for-whatsapp/id1299535391?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
50,Halide + Spectre Kit,Photo & Video,https://apps.apple.com/in/app-bundle/halide-spectre-kit/id1462386180&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
51,Threema,Social Networking,https://apps.apple.com/in/app/threema/id578665578?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
52,Camera+ 2,Photo & Video,https://apps.apple.com/in/app/camera-2/id1313580627?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
53,Bully: Anniversary Edition,Games,https://apps.apple.com/in/app/bully-anniversary-edition/id1148321705?uo=4&v0=WWW-APIN-ITSTOP100-PAIDAPPS&l=en
